"excel_file_name","id","sex","dob","doe","age_months","age_years","age_years_group","location","percentage_correct","ses","within_id","twins","item","acc","subj_acc","quartile","bigger_places","places","length_diff","one_digit_diff_not_zero","transposition","inserting_zero","e3_categories","category","left_num","right_num","left_number_range","right_number_range","item_comparison_unordered","item_comparison","item_type","task"
"Block and Abacus Data/sheet: Combined data",130,"M","2/3/03","10/29/09",80.92105263,6.743421053,6,"Lab",93.75,NA,"2/3/03 10/29/09 M Lab","n","11 v 19",1,0.9375,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",132,"F","3/28/05","6/30/09",51.15,4.262609649,4,"Lab",62.5,NA,"3/28/05 6/30/09 F Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",133,NA,"8/22/10","5/23/13",33.05921053,2.754934211,2,"PLW",56.3,1,"8/22/10 5/23/13 NA PLW","n","11 v 19",0,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",137,"F","8/19/03","10/29/09",74.44078947,6.203399123,6,"Lab",93.75,NA,"8/19/03 10/29/09 F Lab","n","11 v 19",1,0.9375,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",139,"M","3/17/04","6/30/09",63.52,5.293311404,5,"Lab",56.25,NA,"3/17/04 6/30/09 M Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",140,NA,"7/21/10","5/23/13",34.11184211,2.842653509,2,"PLW",25,1,"7/21/10 5/23/13 NA PLW","n","11 v 19",1,0.25,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",144,"F","2/10/03","11/5/09",80.92105263,6.743421053,6,"Lab",100,NA,"2/10/03 11/5/09 F Lab","n","11 v 19",1,1,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",146,"M","5/4/06","7/7/09",38.16,3.179824561,3,"Lab",56.25,NA,"5/4/06 7/7/09 M Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",151,"F","1/18/03","11/9/09",81.80921053,6.817434211,6,"Lab",93.75,NA,"1/18/03 11/9/09 F Lab","n","11 v 19",1,0.9375,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",153,"M","7/27/04","7/7/09",59.41,4.950657895,4,"Lab",50,NA,"7/27/04 7/7/09 M Lab","n","11 v 19",0,0.5,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",158,"M","4/24/03","11/10/09",78.68421053,6.557017544,6,"Lab",93.75,NA,"4/24/03 11/10/09 M Lab","n","11 v 19",1,0.9375,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",160,"F","3/12/04","7/9/09",63.98,5.331688596,5,"Lab",87.5,NA,"3/12/04 7/9/09 F Lab","n","11 v 19",1,0.875,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",161,NA,"3/3/10","5/27/13",38.84868421,3.237390351,3,"PLW",50,1,"3/3/10 5/27/13 NA PLW","n","11 v 19",1,0.5,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",162,NA,"5/31/08","5/23/13",59.80263158,4.983552632,4,"PLW",81.3,1,"5/31/08 5/23/13 NA PLW","n","11 v 19",1,0.8125,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",166,"F","1/21/03","11/16/09",81.94078947,6.828399123,6,"Lab",93.75,NA,"1/21/03 11/16/09 F Lab","n","11 v 19",1,0.9375,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",168,"F","12/1/05","7/8/09",43.26,3.604714912,3,"Lab",56.25,NA,"12/1/05 7/8/09 F Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",169,NA,"7/8/10","5/27/13",34.67105263,2.889254386,2,"PLW",56.3,1,"7/8/10 5/27/13 NA PLW","n","11 v 19",0,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",171,"M","3/16/05","11/17/09",56.15131579,4.679276316,4,"Lab",68.75,NA,"3/16/05 11/17/09 M Lab","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",173,"M","6/2/05","7/9/09",49.28,4.106359649,4,"Lab",56.25,NA,"6/2/05 7/9/09 M Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",174,NA,"5/26/10","5/27/13",36.08552632,3.007127193,3,"PLW",43.8,1,"5/26/10 5/27/13 NA PLW","n","11 v 19",0,0.4375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",178,"M","1/17/03","11/17/09",82.10526316,6.842105263,6,"Lab",43.75,NA,"1/17/03 11/17/09 M Lab","n","11 v 19",1,0.4375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",180,"F","2/26/06","7/9/09",40.43,3.368969298,3,"Lab",37.5,NA,"2/26/06 7/9/09 F Lab","n","11 v 19",1,0.375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",181,NA,"12/30/08","5/27/13",52.92763158,4.410635965,4,"PLE",50,2,"12/30/08 5/27/13 NA PLE","n","11 v 19",0,0.5,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",185,"M","4/9/04","12/2/09",67.86184211,5.655153509,5,"Lab",100,NA,"4/9/04 12/2/09 M Lab","n","11 v 19",1,1,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",187,"M","10/20/04","7/10/09",56.71,4.725877193,4,"Lab",62.5,NA,"10/20/04 7/10/09 M Lab","n","11 v 19",0,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",189,NA,"6/23/10","5/27/13",35.16447368,2.930372807,2,"PLE",56.3,2,"6/23/10 5/27/13 NA PLE","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",192,"F","6/16/05","12/2/09",53.61842105,4.468201754,4,"Lab",68.75,NA,"6/16/05 12/2/09 F Lab","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",194,"F","11/30/06","7/10/09",31.35,2.612390351,2,"Lab",56.25,NA,"11/30/06 7/10/09 F Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",196,NA,"12/9/07","5/27/13",65.65789474,5.471491228,5,"PLE",68.8,2,"12/9/07 5/27/13 NA PLE","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",199,"M","6/20/05","12/1/09",53.45394737,4.454495614,4,"Lab",31.25,NA,"6/20/05 12/1/09 M Lab","n","11 v 19",0,0.3125,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",201,"M","3/22/04","7/13/09",63.78,5.315241228,5,"Lab",81.25,NA,"3/22/04 7/13/09 M Lab","n","11 v 19",1,0.8125,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",202,NA,"8/15/08","5/27/13",57.43421053,4.786184211,4,"PLE",56.3,2,"8/15/08 5/27/13 NA PLE","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",206,"M","4/8/04","12/3/09",67.92763158,5.660635965,5,"Lab",87.5,NA,"4/8/04 12/3/09 M Lab","n","11 v 19",1,0.875,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",208,"F","8/2/04","7/14/09",59.44,4.953399123,4,"Lab",62.5,NA,"8/2/04 7/14/09 F Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",209,NA,"8/3/09","5/27/13",45.82236842,3.818530702,3,"PLE",68.8,2,"8/3/09 5/27/13 NA PLE","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",213,"M","6/15/05","12/8/09",53.84868421,4.487390351,4,"Lab",56.25,NA,"6/15/05 12/8/09 M Lab","n","11 v 19",0,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",215,"M","12/1/05","7/14/09",43.45,3.621162281,3,"Lab",62.5,NA,"12/1/05 7/14/09 M Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",216,NA,"9/23/08","5/27/13",56.15131579,4.679276316,4,"PLE",56.3,2,"9/23/08 5/27/13 NA PLE","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",220,"F","4/5/04","12/4/09",68.05921053,5.671600877,5,"Lab",68.75,NA,"4/5/04 12/4/09 F Lab","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",222,"M","11/7/02","7/14/09",80.3,6.691337719,6,"Lab",43.75,NA,"11/7/02 7/14/09 M Lab","n","11 v 19",1,0.4375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",227,"M","1/27/03","12/9/09",82.5,6.875,6,"Lab",100,NA,"1/27/03 12/9/09 M Lab","n","11 v 19",1,1,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",229,"M","11/1/04","7/15/09",56.48,4.706688596,4,"Lab",43.75,NA,"11/1/04 7/15/09 M Lab","n","11 v 19",1,0.4375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",234,"M","6/1/05","12/9/09",54.34210526,4.528508772,4,"Lab",62.5,NA,"6/1/05 12/9/09 M Lab","n","11 v 19",0,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",236,"M","12/6/05","7/15/09",43.32,3.610197368,3,"Lab",37.5,NA,"12/6/05 7/15/09 M Lab","n","11 v 19",1,0.375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",241,"M","6/14/05","12/9/09",53.91447368,4.492872807,4,"Lab",56.25,NA,"6/14/05 12/9/09 M Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",243,"M","1/14/04","7/15/09",66.09,5.507127193,5,"Lab",62.5,NA,"1/14/04 7/15/09 M Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",248,"F","9/12/05","1/26/10",52.53289474,4.377741228,4,"Lab",50,NA,"9/12/05 1/26/10 F Lab","n","11 v 19",0,0.5,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",250,"M","1/24/05","7/15/09",53.72,4.476425439,4,"Lab",62.5,NA,"1/24/05 7/15/09 M Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",255,"M","10/3/04","1/21/10",63.68421053,5.307017544,5,"Lab",100,NA,"10/3/04 1/21/10 M Lab","n","11 v 19",1,1,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",257,"F","10/26/05","7/15/09",44.67,3.722587719,3,"Lab",37.5,NA,"10/26/05 7/15/09 F Lab","n","11 v 19",1,0.375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",260,"F","8/27/05","1/21/10",52.89473684,4.407894737,4,"Lab",43.75,NA,"8/27/05 1/21/10 F Lab","n","11 v 19",1,0.4375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",262,"M","2/11/05","7/16/09",53.16,4.429824561,4,"Lab",56.25,NA,"2/11/05 7/16/09 M Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",264,"F","8/22/05","1/21/10",53.05921053,4.421600877,4,"Lab",75,NA,"8/22/05 1/21/10 F Lab","n","11 v 19",1,0.75,3,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",266,"M","10/25/04","7/23/09",56.97,4.747807018,4,"Lab",56.25,NA,"10/25/04 7/23/09 M Lab","n","11 v 19",1,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",269,"F","8/4/04","1/19/10",65.59210526,5.466008772,5,"Lab",68.75,NA,"8/4/04 1/19/10 F Lab","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",271,"F","6/16/04","7/23/09",61.28,5.106907895,5,"Lab",75,NA,"6/16/04 7/23/09 F Lab","n","11 v 19",1,0.75,3,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",274,"M","9/8/05","1/19/10",52.43421053,4.369517544,4,"Lab",68.75,NA,"9/8/05 1/19/10 M Lab","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",276,"M","1/31/06","7/23/09",41.74,3.478618421,3,"Lab",62.5,NA,"1/31/06 7/23/09 M Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",279,"F","5/6/04","1/15/10",68.42105263,5.701754386,5,"Lab",75,NA,"5/6/04 1/15/10 F Lab","n","11 v 19",1,0.75,3,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",281,"F","3/2/04","7/23/09",64.77,5.39747807,5,"Lab",75,NA,"3/2/04 7/23/09 F Lab","n","11 v 19",1,0.75,3,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",284,"F","12/15/03","1/14/10",73.09210526,6.091008772,6,"Lab",75,NA,"12/15/03 1/14/10 F Lab","n","11 v 19",1,0.75,3,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",286,"F","3/28/06","7/17/09",39.7,3.308662281,3,"Lab",62.5,NA,"3/28/06 7/17/09 F Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",289,"F","9/22/05","2/2/10",52.43421053,4.369517544,4,"Lab",62.5,NA,"9/22/05 2/2/10 F Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",291,"F","4/13/06","7/17/09",39.18,3.264802632,3,"Lab",37.5,NA,"4/13/06 7/17/09 F Lab","n","11 v 19",0,0.375,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",293,NA,"7/20/08","5/29/13",58.35526316,4.862938596,4,"Lab",62.5,NA,"7/20/08 5/29/13 NA Lab","n","11 v 19",1,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",294,"F","11/16/04","2/4/10",62.69736842,5.224780702,5,"Lab",50,NA,"11/16/04 2/4/10 F Lab","n","11 v 19",0,0.5,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",296,"M","1/5/03","7/17/09",78.45,6.537828947,6,"Lab",87.5,NA,"1/5/03 7/17/09 M Lab","n","11 v 19",1,0.875,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",298,NA,"7/9/08","5/30/13",58.75,4.895833333,4,"Lab",87.5,NA,"7/9/08 5/30/13 NA Lab","n","11 v 19",1,0.875,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",299,"M","10/1/03","2/4/10",76.25,6.354166667,6,"Lab",81.25,NA,"10/1/03 2/4/10 M Lab","n","11 v 19",1,0.8125,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",301,"M","8/4/03","8/24/09",72.76315789,6.063596491,6,"Lab",50,NA,"8/4/03 8/24/09 M Lab","n","11 v 19",1,0.5,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap 3 Data only/sheet: combined data",303,NA,"7/9/08","6/2/13",58.84868421,4.904057018,4,"Lab",56.3,NA,"7/9/08 6/2/13 NA Lab","n","11 v 19",0,0.5625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",305,"M","4/26/05","2/10/10",57.59868421,4.799890351,4,"Lab",62.5,NA,"4/26/05 2/10/10 M Lab","n","11 v 19",0,0.625,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",307,"M","12/4/02","9/9/09",81.28289474,6.773574561,6,"Lab",100,NA,"12/4/02 9/9/09 M Lab","n","11 v 19",1,1,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",310,"M","12/3/05","2/9/10",50.29605263,4.191337719,4,"Lab",50,NA,"12/3/05 2/9/10 M Lab","n","11 v 19",0,0.5,1,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",312,"F","8/22/03","8/30/09",72.37,6.030701754,6,"Lab",68.75,NA,"8/22/03 8/30/09 F Lab","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Block and Abacus Data/sheet: Combined data",315,"F","10/8/05","2/8/10",52.10526316,4.342105263,4,"Lab",68.75,NA,"10/8/05 2/8/10 F Lab","n","11 v 19",1,0.6875,2,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
"Meap Mapping Data/sheet: combined data",317,"F","8/9/03","9/9/09",73.125,6.09375,6,"Lab",93.75,NA,"8/9/03 9/9/09 F Lab","n","11 v 19",1,0.9375,4,2,"2v2","n","y","n","n","teens","M-SP-no-T",11,19,"teen","decade","teen_decade","teen_decade","Neither","More"
